country_name,province,confirmed,confirmed_diff,confirmed_08,confirmed_increase_%,deaths,deaths_diff,deaths_08,deaths_increase_%,active,active_diff,active_08,active_increase_%,Lat,Lon,name
Zweden,Jamtland Harjedalen,35377,8,35369,0.022618677372840623,225,0,225,0.0,35152,8,35144,0.022763487366264514,63.1712,14.9592,Sweden
Zweden,Jonkoping,92621,55,92566,0.05941706458094765,859,3,856,0.35046728971962615,91762,52,91710,0.0567004688692618,57.3708,14.3439,Sweden
Zweden,Kalmar,65694,16,65678,0.02436127774901794,455,3,452,0.6637168141592921,65239,13,65226,0.019930702480605893,57.235,16.1849,Sweden
Zweden,Kronoberg,54019,14,54005,0.025923525599481533,445,0,445,0.0,53574,14,53560,0.02613890963405527,56.7183,14.4115,Sweden
Zweden,Norrbotten,52095,23,52072,0.044169611307420496,557,3,554,0.5415162454873645,51538,20,51518,0.038821382817655965,66.8309,20.3992,Sweden
Zweden,Orebro,104344,22,104322,0.021088552750138993,628,3,625,0.48,103716,19,103697,0.018322612997483053,59.535,15.0066,Sweden
Zweden,Ostergotland,101906,58,101848,0.05694760820045558,1031,4,1027,0.3894839337877313,100875,54,100821,0.05356027018180736,58.3454,15.5198,Sweden
Zweden,Skane,357548,107,357441,0.02993501025344043,2996,4,2992,0.1336898395721925,354552,103,354449,0.029059187640535028,55.9903,13.5958,Sweden
Zweden,Sormland,71803,11,71792,0.015322041453086696,794,0,794,0.0,71009,11,70998,0.01549339418011775,59.0336,16.7519,Sweden
Zweden,Stockholm,620000,161,619839,0.02597448692321716,6239,9,6230,0.14446227929373998,613761,152,613609,0.024771474994662725,59.6025,18.1384,Sweden
Zweden,Uppsala,97754,47,97707,0.04810300183200794,823,1,822,0.12165450121654502,96931,46,96885,0.04747896991278319,60.0092,17.2715,Sweden
Zweden,Varmland,73008,27,72981,0.03699593044765076,515,1,514,0.19455252918287938,72493,26,72467,0.03587839982336788,59.7294,13.2354,Sweden
Zweden,Vasterbotten,62564,33,62531,0.05277382418320513,464,0,464,0.0,62100,33,62067,0.05316835033109382,65.3337,16.5162,Sweden
Zweden,Vasternorrland,58776,15,58761,0.0255271353448716,791,0,791,0.0,57985,15,57970,0.025875452820424357,63.4276,17.7292,Sweden
Zweden,Vastmanland,81139,14,81125,0.01725731895223421,642,3,639,0.4694835680751174,80497,11,80486,0.013666973138185524,59.6714,16.2159,Sweden
Zweden,Vastra Gotaland,455748,111,455637,0.024361498297987214,3845,11,3834,0.28690662493479396,451903,100,451803,0.022133540503272445,58.2528,13.0596,Sweden
